Product Name,Brand Name,Breadcrumbs,Art,Lev.Art,Price,Recommended Price,Short Description,Description,Color,Picture,Variant Images,Properties,Brand Information,MetaTitle,MetaDescription,Website
Cork Pall 20x40cm,OYOY,Stolar & Pallar,204992,110014,3000kr,,Cork Pall 20x40cm från OYOY är en stilren och praktisk sittmöbel tillverkad i kork. Perfekt för en modern inredning med naturliga material.,"<div><p>Cork Pall 20x40cm från OYOY är en funktionell och stilren möbel som kombinerar naturlig elegans med praktisk design. Pallen är tillverkad av högkvalitativ kork, vilket ger den både en tidlös estetik och en miljövänlig profil. Den kompakta storleken gör den perfekt för alla typer av rum, från vardagsrummet till hallen eller sovrummet. Med sin varma, jordnära färg och mjuka textur blir Cork Pall snabbt en favorit för den som söker att inreda sitt hem med både stil och hållbarhet i åtanke

<p>Denna pall är idealisk för dem som behöver extra sittplatser eller ett dekorativt element som också kan fungera som ett litet sidobord. Dess lätta vikt gör den enkel att flytta runt, vilket innebär att du kan anpassa ditt hem efter olika behov och tillfällen. Korkmaterialet ger också en behaglig sits och är skonsam mot golvytor

<h2>Specifikationer:</h2>
<ul>
<li>Material: Högkvalitativ kork.</li>
<li>Mått: 20 cm i diameter, 40 cm i höjd.</li>
<li>Vikt: Lätt och enkel att flytta.</li>
<li>Användning: Perfekt som sittplats, fotstöd eller litet sidobord.</li>
<li>Miljövänlig: Tillverkad av naturlig och hållbar kork.</li>
</ul>
<h2>Om varumärket OYOY</h2>
<p>OYOY är ett danskt varumärke känt för sina tidlösa och funktionella designprodukter. Med en passion för detaljer och kvalitet har OYOY etablerat sig som en ledande aktör inom heminredning och möbler. Varumärkets produkter är skapade med en kärlek till färg och form, vilket gör dem till ett självklart val för den stilmedvetna och kvalitetsfokuserade konsumenten</p></p></p></div>",,https://media.royaldesign.se/1/oyoy-cork-pall-20x40cm-0?quality=80&w=800,https://media.royaldesign.se/1/oyoy-cork-pall-20x40cm-0?quality=80&w=800,"Produktinformation_Artikelnummer_204992,Produktinformation_Lev. artikelnummer_110014,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Medium,Produktinformation_Färg_Trä,Produktinformation_Diameter_40 cm,Produktinformation_Höjd_20 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,Cork Pall 20x40cm från OYOY | NordicDetails.se,Cork Pall 20x40cm från OYOY är en stilren och praktisk sittmöbel tillverkad i kork. ✓ Trygg leverans ✓ Flexibel betalning ✓ Design till rätt pris,https://royaldesign.se/cork-pall-20x40cm
"Raita Handduk 140x70 cm, Caramel/Isblå",OYOY,Badrumstextilier,328105,L300120,530kr,,"Raita handduk från OYOY i mjuk, ekologisk bomull med ett randigt mönster och ett modernt, stilrent uttryck.","<div>Handduken från OYOY är tillverkad av mjuk, ekologisk bomull med ett randigt mönster och ett modernt, stilrent uttryck. <br/><br/> <h2>Om handduken från OYOY</h2><br/>- Finns i flera storlekar.<br/>- Finns i flera färger.<br/>- Tillverkad i Portugal.<br/><br/> <h2>Skötselråd för handduken</h2><br/>- Tvättas i 60°C.<br/><br/><br/><br/></div>",70x140,https://media.royaldesign.se/1/oyoy-raita-towel-40x60-cm-4?quality=80&w=800,https://media.royaldesign.se/1/oyoy-raita-towel-40x60-cm-4?quality=80&w=800,"Produktinformation_Artikelnummer_328105,Produktinformation_Lev. artikelnummer_L300120,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Isblå, Karamell, Cloud,Produktinformation_Storlek_70x140,Produktinformation_Tillverkad i_Portugal",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Raita Handduk 140x70 cm, Caramel/Isblå från OYOY | NordicDetails.se","Raita handduk från OYOY i mjuk, ekologisk bomull med ett randigt mönster och ett modernt, stilrent uttryck. ✓ Trygg leverans ✓ Flexibel betalning",https://royaldesign.se/raita-handduk?p=328105
"Kotai Bänk Ek, Natur",OYOY,Stolar & Pallar,328110,L10179,4300kr,,"Kotai Bench bänk från OYOY i ek med en minimalistisk design med rena, enkla linjer.","<div>Bänk från OYOY i ek med en minimalistisk design med rena, enkla linjer perfekt för det moderna hemmet.<br/><br/><h2>Om bänken från OYOY</h2><br>- Den här bänken är en del av OYOYs kollektion Kotai.<br>- Höjd: 430 mm.<br/>- Längd: 1100 mm.<br/>- Bredd: 350 mm.<br/><br/><h2>Skötselråd för bänken</h2><br>- Regelbunden oljning rekommenderas.</br></br></br></div>",Natur,https://media.royaldesign.se/1/oyoy-kotai-bench-2?quality=80&w=800,https://media.royaldesign.se/1/oyoy-kotai-bench-2?quality=80&w=800,"Produktinformation_Artikelnummer_328110,Produktinformation_Lev. artikelnummer_L10179,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Large,Produktinformation_Färg_Natur,Produktinformation_Material_Ek,Produktinformation_Tillverkad i_Litauen,Produktinformation_Bredd_35 cm,Produktinformation_Höjd_43 cm,Produktinformation_Längd_110 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Kotai Bänk Ek, Natur från OYOY | NordicDetails.se","Kotai Bench bänk från OYOY i ek med en minimalistisk design med rena, enkla linjer. ✓ Trygg leverans ✓ Flexibel betalning ✓ Design till rätt pris",https://royaldesign.se/kotai-bench-bank?p=328110
"Arca Bord Natur, Ek",OYOY,Barnmöbler,328125,M107057,3600kr,,"Arca bord från OYOY i hållbar, vitpigmenterad ek med en funktionell, tidlös design perfekt för barnrummet.","<div>Bordet från OYOY är tillverkat av hållbar, vitpigmenterad ek med en funktionell, tidlös design perfekt för barnrummet. Det har ett högkvalitativt material med rena linjer och en mjuk, len yta. <br/><br/> <h2>Om bordet från OYOY</h2><br/>- Kombinera bordet med Arca barnmöbler från OYOY.<br/>- Längd: 820 mm.<br/>- Bredd: 500 mm.<br/>- Höjd: 460 mm.<br/>- Det här bordet är en del av OYOYs kollektion Arca.<br/><br/> <h2>Skötselråd för bordet</h2><br/>- Regelbunden oljning rekommenderas.<br/><br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-arca-table-nature-0?quality=80&w=800,https://media.royaldesign.se/1/oyoy-arca-table-nature-0?quality=80&w=800,"Produktinformation_Artikelnummer_328125,Produktinformation_Lev. artikelnummer_M107057,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Medium,Produktinformation_Finish_Vitoljad,Produktinformation_Material_Ek,Produktinformation_Tillverkad i_Litauen,Produktinformation_Bredd_50 cm,Produktinformation_Höjd_46 cm,Produktinformation_Längd_820 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Arca Bord Natur, Ek från OYOY | NordicDetails.se","Arca bord från OYOY i hållbar, vitpigmenterad ek med en funktionell, tidlös design perfekt för barnrummet. ✓ Trygg leverans ✓ Flexibel betalning",https://royaldesign.se/arca-bord-natur-ek
"Follow The Rainbow Väggdekoration 100x124 cm, Choko",OYOY,Barnrumsinredning,328142,M107044,879kr,1290kr,"Follow The Rainbow väggdekoration från OYOY med en drömmig, handvävd regnbåge med vackra färgkombinationer och fransar i nederkant.","<div>Väggdekorationen från OYOY är perfekt för barnrummet och har en drömmig, handvävd regnbåge med vackra färgkombinationer och fransar i nederkant. <br/><br/> <h2>Om väggdekorationen från OYOY</h2><br/>- Finns i flera färgkombinationer.<br/><br/> <h2>Skötselråd för väggdekorationen</h2><br/>- Endast fläcktvätt.<br/>- Torka genast bort fläckar med en fuktig trasa.<br/><br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-follow-the-rainbow-vaggdekor-100x115cm-2?quality=80&w=800,,"Produktinformation_Artikelnummer_328142,Produktinformation_Lev. artikelnummer_M107044,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Choko,Produktinformation_Material_Bomull,Produktinformation_Tillverkad i_Indien,Produktinformation_Tvättråd_Skumtvätt,Produktinformation_Övriga material_Läder, Trä, Ull,Produktinformation_Bredd_100 cm,Produktinformation_Höjd_124 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Follow The Rainbow Väggdekoration 100x124 cm, Choko | NordicDetails.se","Follow The Rainbow väggdekoration från OYOY med en drömmig, handvävd regnbåge med vackra färgkombinationer och fransar i nederkant. ✓ Trygg leverans",https://royaldesign.se/follow-the-rainbow-vaggdekoration?p=328142
Scented Candle- Aji Doftljus,OYOY,Ljusstakar & Ljuslyktor,337317,L300896,230kr,,Scented Candle- Aji doftljus från OYOY med en dekorativ glasburk med ett lock och en fräsch doft.,<div>Doftljuset från OYOY har en dekorativ glasburk med ett lock och en fräsch doft.  Perfekt för att skapa en mysig stämning i vilket rum som helst.<br/><br/> <h2>Om doftljuset från OYOY</h2><br/>- Tillverkat av sojavax.<br/>- Dekorativ glasburk.<br/>- Scent: Rosmarin &amp; Seasalt / Rosemary &amp; Seasalt<br/><br/><br/></div>,,https://media.royaldesign.se/1/oyoy-scented-candle-aji-0?quality=80&w=800,https://media.royaldesign.se/1/oyoy-scented-candle-aji-0?quality=80&w=800,"Produktinformation_Artikelnummer_337317,Produktinformation_Lev. artikelnummer_L300896,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Vit,Produktinformation_Material_Vax,Produktinformation_Diameter_75 cm,Produktinformation_Höjd_10 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,Scented Candle- Aji Doftljus från OYOY | NordicDetails.se,Scented Candle- Aji doftljus från OYOY med en dekorativ glasburk med ett lock och en fräsch doft. ✓ Trygg leverans ✓ Flexibel betalning ✓ Design till rätt pris,https://royaldesign.se/scented-candle-aji-doftljus
"Saga Bonbonniere Burk Med Lock Low, Blå",OYOY,Skålar & Uppläggningsfat,337296,L300598,260kr,,"Saga Bonbonniere burk från OYOY med en dekorativ, rundad form i stengods perfekt för snygg förvaring.","<div>Burken från OYOY har en dekorativ, rundad form i stengods perfekt för snygg förvaring.  Mixa och matcha med andra delar ur serien för att skapa en vacker kombination.<br/><br/> <h2>Om burken från OYOY</h2><br/>- Tillverkad av stengods.<br/>- Variationer i utseendet kan förekomma.<br/>- Kombinera burken med en andra produkt från OYOY.<br/>- Höjd: 72 mm.<br/>- Diameter: 80 mm.<br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-saga-bonbonniere-low-0?quality=80&w=800,,"Produktinformation_Artikelnummer_337296,Produktinformation_Lev. artikelnummer_L300598,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Blå,Produktinformation_Material_Stengods,Produktinformation_Diameter_8 cm,Produktinformation_Höjd_7.2 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Saga Bonbonniere Burk Med Lock Low, Blå från OYOY | NordicDetails.se","Saga Bonbonniere burk från OYOY med en dekorativ, rundad form i stengods perfekt för snygg förvaring. ✓ Trygg leverans ✓ Flexibel betalning",https://royaldesign.se/saga-bonbonniere-burk-med-lock-low?p=337296
"Nuku Baby Bäddset 100x70 cm, Off-white",OYOY,Barntextilier,337327,M300733,550kr,,Nuku Baby bäddset från OYOY med en härlig kvalitet i ekologisk bomull med en lätt struktur för extra komfort perfekt för barnrummet.,<div>Bäddsetet från OYOY har en härlig kvalitet i ekologisk bomull med en lätt struktur för extra komfort perfekt för barnrummet. <br/><br/> <h2>Om bäddsetet från OYOY</h2><br/>- Bäddsetet finns i  olika färger.<br/>- Bäddsetet finns i  olika storlekar.<br/>- Örngott:  40x45 cm.<br/>- Påslakan:  100x70 cm.<br/>- 100% ekologisk bomull.<br/><br/> <h2>Skötselråd för bäddsetet</h2><br/>- Maskintvätt 60°C.<br/><br/><br/><br/></div>,,https://media.royaldesign.se/1/oyoy-nuku-bedding-baby-0?quality=80&w=800,https://media.royaldesign.se/1/oyoy-nuku-bedding-baby-0?quality=80&w=800,"Produktinformation_Artikelnummer_337327,Produktinformation_Lev. artikelnummer_M300733,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Off-White,Produktinformation_Material_Ekologisk bomull,Produktinformation_Bredd_70 cm,Produktinformation_Längd_100 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Nuku Baby Bäddset 100x70 cm, Off-white från OYOY | NordicDetails.se",Nuku Baby bäddset från OYOY med en härlig kvalitet i ekologisk bomull med en lätt struktur för extra komfort perfekt för barnrummet. ✓ Trygg leverans,https://royaldesign.se/nuku-baby-baddset-100x70-cm?p=337327
Pineapple & Apple Snacksskål 2-pack,OYOY,Skålar & Uppläggningsfat,337318,M107408,179kr,200kr,Snacksskål från OYOY med en dekorativ design med olika fruktmotiv perfekt för barn och för picknicken.,"<div>Snacksskålen från OYOY har en dekorativ design med olika fruktmotiv perfekt för barn och för picknicken.  Mixa och matcha med andra delar ur serien för att skapa en vacker kombination.<br/><br/> <h2>Om snacksskålen från OYOY</h2><br/>- Lekfull, praktisk design.<br/>- Enkel användning.<br/>- Tillverkad av silikon.<br/><br/> <h2>Skötselråd för snacksskålen</h2><br/>- Tål diskmaskin.<br/>- Tål mikrovågsugn.<br/>- Frystålig.<br/><br/><br/><br/></div>","Blå, Light Rubber",https://media.royaldesign.se/1/oyoy-pineapple-apple-snack-bowl-0?quality=80&w=800,https://media.royaldesign.se/1/oyoy-pineapple-apple-snack-bowl-0?quality=80&w=800,"Produktinformation_Artikelnummer_337318,Produktinformation_Lev. artikelnummer_M107408,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Blå, Light Rubber,Produktinformation_Material_Silikon,Produktinformation_Bredd_8 cm,Produktinformation_Höjd_4.5 cm,Produktinformation_Längd_12 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,Pineapple & Apple Snacksskål 2-pack från OYOY | NordicDetails.se,Snacksskål från OYOY med en dekorativ design med olika fruktmotiv perfekt för barn och för picknicken. ✓ Trygg leverans ✓ Flexibel betalning,https://royaldesign.se/snacksskal-2-pack?p=337318
"OY Matstol, Dark Nature",OYOY,Stolar & Pallar,337398,L300947,3900kr,,"OY matstol från OYOY med en tidlös, enkel design i ask som harmoniskt smälter in i hemmet med fina, rundade former.","<div>Matstolen från OYOY har en tidlös, enkel design i ask som harmoniskt smälter in i hemmet med fina, rundade former.  Perfekt i vilket rum som helst. Välj mellan två olika färger.<br/><br/> <h2>Om matstolen från OYOY</h2><br/>- Välj mellan två olika färger.<br/>- Bredd: 446 mm.<br/>- Höjd: 840 mm.<br/>- Längd: 465 mm.<br/><br/><br/></div>",Dark Nature,https://media.royaldesign.se/1/oyoy-oy-dining-chair-7?quality=80&w=800,https://media.royaldesign.se/1/oyoy-oy-dining-chair-7?quality=80&w=800,"Produktinformation_Artikelnummer_337398,Produktinformation_Lev. artikelnummer_L300947,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_ExtraLarge,Produktinformation_Färg_Dark Nature,Produktinformation_Material_Ask, Askfanér,Produktinformation_Bredd_44.6 cm,Produktinformation_Höjd_84 cm,Produktinformation_Längd_46.5 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"OY Matstol, Dark Nature från OYOY | NordicDetails.se","OY matstol från OYOY med en tidlös, enkel design i ask som harmoniskt smälter in i hemmet med fina, rundade former. ✓ Trygg leverans ✓ Flexibel betalning",https://royaldesign.se/oy-matstol?p=337398
Theo Dino Matta Ø120 cm,OYOY,Barntextilier,337371,M107346,2300kr,,"Matta från OYOY med en dekorativ design med en mjuk, härlig känsla med två lekfulla motiv att välja mellan perfekt för barnrummet.","<div>Mattan från OYOY har en dekorativ design med en mjuk, härlig känsla med två lekfulla motiv att välja mellan perfekt för barnrummet. <br/><br/> <h2>Om mattan från OYOY</h2><br/>- Uppskattas för den lekfulla designen.<br/>- Ø120 cm<br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-theo-dino-rug-0?quality=80&w=800,https://media.royaldesign.se/1/oyoy-theo-dino-rug-0?quality=80&w=800,"Produktinformation_Artikelnummer_337371,Produktinformation_Lev. artikelnummer_M107346,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Medium,Produktinformation_Färg_Saffran,Produktinformation_Material_Ull, Bomull,Produktinformation_Diameter_120 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,Theo Dino Matta Ø120 cm från OYOY | NordicDetails.se,"Matta från OYOY med en dekorativ design med en mjuk, härlig känsla med två lekfulla motiv att välja mellan perfekt för barnrummet. ✓ Trygg leverans",https://royaldesign.se/matta-o120-cm?p=337371
"Grid Hylla, Natur",OYOY,Förvaring & Hyllor,337331,L300931,3310kr,4300kr,"Grid hylla från OYOY med en elegant, praktisk design i ek med tolv fack perfekt för snygg förvaring.","<div>Hyllan från OYOY har en elegant, praktisk design i ek med tolv fack perfekt för snygg förvaring.  Kan hängas både vertikalt och horisontellt. Perfekt för vardagsrummet, hallen eller sovrummet.<br/><br/> <h2>Om hyllan från OYOY</h2><br/>- Bredd: 150 mm.<br/>- Höjd: 1300 mm.<br/>- Längd: 580 mm.<br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-grid-shelf-large-0?quality=80&w=800,https://media.royaldesign.se/1/oyoy-grid-shelf-large-0?quality=80&w=800,"Produktinformation_Artikelnummer_337331,Produktinformation_Lev. artikelnummer_L300931,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Medium,Produktinformation_Färg_Natur,Produktinformation_Material_Ek,Produktinformation_Bredd_15 cm,Produktinformation_Höjd_130 cm,Produktinformation_Längd_58 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Grid Hylla, Natur från OYOY | NordicDetails.se","Grid hylla från OYOY med en elegant, praktisk design i ek med tolv fack perfekt för snygg förvaring. ✓ Trygg leverans ✓ Flexibel betalning",https://royaldesign.se/grid-hylla-natur
"Kotai Bänk Ek, Cherry Red",OYOY,Stolar & Pallar,328113,L300257,4300kr,,"Kotai Bench bänk från OYOY i ek med en minimalistisk design med rena, enkla linjer.","<div>Bänk från OYOY i ek med en minimalistisk design med rena, enkla linjer perfekt för det moderna hemmet.<br/><br/><h2>Om bänken från OYOY</h2><br>- Den här bänken är en del av OYOYs kollektion Kotai.<br>- Höjd: 430 mm.<br/>- Längd: 1100 mm.<br/>- Bredd: 350 mm.<br/><br/><h2>Skötselråd för bänken</h2><br>- Regelbunden oljning rekommenderas.</br></br></br></div>",Cherry Red,https://media.royaldesign.se/1/oyoy-kotai-bench-0?quality=80&w=800,https://media.royaldesign.se/1/oyoy-kotai-bench-0?quality=80&w=800,"Produktinformation_Artikelnummer_328113,Produktinformation_Lev. artikelnummer_L300257,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Large,Produktinformation_Färg_Cherry Red,Produktinformation_Material_Ek,Produktinformation_Tillverkad i_Litauen,Produktinformation_Bredd_35 cm,Produktinformation_Höjd_43 cm,Produktinformation_Längd_110 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Kotai Bänk Ek, Cherry Red från OYOY | NordicDetails.se","Kotai Bench bänk från OYOY i ek med en minimalistisk design med rena, enkla linjer. ✓ Trygg leverans ✓ Flexibel betalning ✓ Design till rätt pris",https://royaldesign.se/kotai-bench-bank?p=328113
"Oy Soffbord Ek, Liten",OYOY,Bord,328111,L10180,5000kr,,"Oy soffbord från OYOY i solid, vitpigmenterad ek med en minimalistisk, tidlös design som harmoniskt smälter in i hemmet.","<div>Soffbord från OYOY i solid, vitpigmenterad ek med en minimalistisk, tidlös design som harmoniskt smälter in i hemmet.<br/><br/><h2>Om soffbordet från OYOY</h2><br>- finns i 2 olika storlekar.<br>- Tillverkat i Europa.<br/><br/><h2>Skötselråd för soffbordet</h2><br>- Regelbunden oljning rekommenderas.</br></br></br></div>",,https://media.royaldesign.se/1/oyoy-oy-coffee-table-1?quality=80&w=800,https://media.royaldesign.se/1/oyoy-oy-coffee-table-1?quality=80&w=800,"Produktinformation_Artikelnummer_328111,Produktinformation_Lev. artikelnummer_L10180,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Medium,Produktinformation_Finish_Oljad,Produktinformation_Färg_Naturlig Ek,Produktinformation_Material_Ek,Produktinformation_Skötselråd_Olja in regelbundet,Produktinformation_Storlek_Ø65,Produktinformation_Tillverkad i_Litauen,Produktinformation_Diameter_65 cm,Produktinformation_Höjd_36 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Oy Soffbord Ek, Liten från OYOY | NordicDetails.se","Oy soffbord från OYOY i solid, vitpigmenterad ek med en minimalistisk, tidlös design som harmoniskt smälter in i hemmet. ✓ Trygg leverans ✓ Flexibel betalning",https://royaldesign.se/oy-soffbord-ek?p=328111
"Ring Kruka Liten, Choko",OYOY,Trädgård,328027,L300556,450kr,900kr,"Ring kruka från OYOY i terrakotta för utomhusbruk med en matt yta och en naturlig, organisk känsla.","<div>Krukan från OYOY är tillverkad av terrakotta för utomhusbruk med en matt yta och en naturlig, organisk känsla. <br/><br/> <h2>Om krukan från OYOY</h2><br/>- Dräneringshål i botten.<br/>- Finns i flera utföranden.<br/>- Krukfat ingår inte.<br/>- Frostsäker ner till -20 °C.<br/><br/><br/></div>",,https://media.royaldesign.se/1/oyoy-ring-planter-small-choko-1?quality=80&w=800,,"Produktinformation_Artikelnummer_328027,Produktinformation_Lev. artikelnummer_L300556,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Dräneringshål_Ja,Produktinformation_Frostproof_-20 °C,Produktinformation_Färg_Choko,Produktinformation_Lämplig för utomhusbruk_Ja,Produktinformation_Material_Terrakotta,Produktinformation_Storlek_Small,Produktinformation_Tillverkad i_Indien,Produktinformation_Diameter_25 cm,Produktinformation_Höjd_29 cm",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Ring Kruka Liten, Choko från OYOY | NordicDetails.se","Ring kruka från OYOY i terrakotta för utomhusbruk med en matt yta och en naturlig, organisk känsla. ✓ Trygg leverans ✓ Flexibel betalning ✓ Design till rätt pris",https://royaldesign.se/ring-kruka?p=328027
"Raita Handduk 100x150 cm, Caramel/Isblå",OYOY,Badrumstextilier,328108,L300126,450kr,750kr,"Raita handduk från OYOY i mjuk, ekologisk bomull med ett randigt mönster och ett modernt, stilrent uttryck.","<div>Handduken från OYOY är tillverkad av mjuk, ekologisk bomull med ett randigt mönster och ett modernt, stilrent uttryck. <br/><br/> <h2>Om handduken från OYOY</h2><br/>- Finns i flera storlekar.<br/>- Finns i flera färger.<br/>- Tillverkad i Portugal.<br/><br/> <h2>Skötselråd för handduken</h2><br/>- Tvättas i 60°C.<br/><br/><br/><br/></div>",100x150,https://media.royaldesign.se/1/oyoy-raita-towel-40x60-cm-12?quality=80&w=800,https://media.royaldesign.se/1/oyoy-raita-towel-40x60-cm-12?quality=80&w=800,"Produktinformation_Artikelnummer_328108,Produktinformation_Lev. artikelnummer_L300126,Produktinformation_Varumärke_OYOY,Produktinformation_Fraktklass_Small,Produktinformation_Färg_Isblå, Karamell, Cloud,Produktinformation_Storlek_100x150,Produktinformation_Tillverkad i_Portugal",Idén till namnet på varumärket OYOY kommer från att det alltid skrivit OY på varje danskt flygplan sedan 1929. Då varumärket är danskt tyckte grundarna att detta var ett rolig namn och anamma. Sagt och gjort formger idag OYOY inredningsdetaljer i klassisk skandinavisk stil.,"Raita Handduk 100x150 cm, Caramel/Isblå från OYOY | NordicDetails.se","Raita handduk från OYOY i mjuk, ekologisk bomull med ett randigt mönster och ett modernt, stilrent uttryck. ✓ Trygg leverans ✓ Flexibel betalning",https://royaldesign.se/raita-handduk?p=328108
