Handle,Title,Body (HTML),Vendor,Product Category,Published,Option1 Name,Option1 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Google Shopping / Gender,Google Shopping / Age Group,Google Shopping / Condition,Color (product.metafields.shopify.color-pattern),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Included / Sweden,Status
1356-20-062,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-47-099_9.jpg,3,,,,,,,,,,,,,,
1356-47-062,Svanefors Cecil Kuddfodral Blå 45x45cm,"Ge ditt hem en stilren touch med detta eleganta kuddfodral i en vacker blå nyans. Den matt finishen och den tvättade känslan ger en mjuk och inbjudande atmosfär. Med en strukturerad, mellantät kvalitet och en praktisk dragkedja i nederkant, är detta kuddfodral både funktionellt och snyggt. Den 1 cm breda vingen runt kanterna ger en extra dimension till designen. Måtten på 45x45 cm gör det perfekt för att komplettera din inredning. Innerkudde säljs separat. Dessutom är produkten certifierad enligt STANDARD 100 by OEKO-TEX®, vilket säkerställer att den är fri från skadliga ämnen för både din hälsa och miljön. Uppgradera din inredning med detta stiliga och hållbara val!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-129,300.0,shopify,60,continue,manual,179,179,TRUE,TRUE,7332623411356,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-47-180.jpg,1,Svanefors Cecil Kuddfodral Blå 45x45cm,FALSE,Svanefors Cecil Kuddfodral Blå 45x45cm | Nordic Details,"Ge ditt hem en stilren touch med vårt eleganta blå kuddfodral. Mjuk, funktionell och OEKO-TEX® certifierad – perfekt för din inredning!",female,adult,new,blå,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-47-180.jpg,g,se_vat_25,69,TRUE,active
1356-48-062,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-47-180_9.jpg,2,,,,,,,,,,,,,,
1358-47-022,Svanefors Cecil Kuddfodral Iskaffe 45x45cm,"Ge ditt hem en stilren touch med detta eleganta kuddfodral i en mjuk, matt finish. Den tvättade känslan och den strukturerade, mellantäta kvaliteten ger en unik karaktär som passar perfekt i alla rum. Med en praktisk dragkedja i nederkant och en diskret 1 cm vinge runt kanterna, är detta kuddfodral både funktionellt och snyggt. Måtten på 45x45 cm gör det enkelt att kombinera med andra kuddar. Innerkudde köpes separat. Dessutom är produkten certifierad enligt STANDARD 100 by OEKO-TEX®, vilket säkerställer att den är fri från skadliga ämnen för både din hälsa och miljön. Uppgradera din inredning med detta stiliga och ansvarsfulla val!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-130,300.0,shopify,60,continue,manual,179,179,TRUE,TRUE,7332623411363,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-47-006.jpg,1,Svanefors Cecil Kuddfodral Iskaffe 45x45cm,FALSE,Svanefors Cecil Kuddfodral Iskaffe 45x45cm | Nordic Details,"Ge ditt hem en stilren touch med vårt eleganta kuddfodral. Mjuk finish, praktisk dragkedja och OEKO-TEX® certifiering för en trygg inredning!",female,adult,new,brun,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-47-006.jpg,g,se_vat_25,69,TRUE,active
1358-47-122,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-47-006_8.jpg,2,,,,,,,,,,,,,,
1359-47-062,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-47-006_9.jpg,3,,,,,,,,,,,,,,
1362-00-021,Svanefors Cecil Kuddfodral Mossa 45x45cm,"Ge ditt hem en stilren touch med detta eleganta kuddfodral i en mjuk, matt finish. Den tvättade känslan och den strukturerade, mellantäta kvaliteten ger en unik karaktär som passar perfekt i alla rum. Med en praktisk dragkedja i nederkant och en diskret 1 cm vinge runt kanterna, är detta kuddfodral både funktionellt och snyggt. Måtten på 45x45 cm gör det enkelt att kombinera med andra kuddar. Innerkudde säljs separat. Dessutom är produkten certifierad enligt STANDARD 100 by OEKO-TEX®, vilket säkerställer att den är fri från skadliga ämnen för både din hälsa och miljön. Uppgradera din inredning med detta stiliga och ansvarsfulla val!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-131,300.0,shopify,60,continue,manual,179,179,TRUE,TRUE,7332623411349,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-47-177.jpg,1,Svanefors Cecil Kuddfodral Mossa 45x45cm,FALSE,Svanefors Cecil Kuddfodral Mossa 45x45cm | Nordic Details,"Ge ditt hem en stilren touch med vårt eleganta kuddfodral. Mjuk finish, praktisk dragkedja och OEKO-TEX® certifiering för en trygg inredning!",female,adult,new,grön,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-47-177.jpg,g,se_vat_25,69,TRUE,active
1362-08-021,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-47-177_9.jpg,2,,,,,,,,,,,,,,
1362-47-021,Svanefors Cecil Kuddfodral Nougat 45x45cm,"Ge ditt hem en stilren touch med detta eleganta kuddfodral i en mjuk, matt finish. Den tvättade känslan och den strukturerade, mellantäta kvaliteten ger en unik karaktär som passar perfekt i alla rum. Med en praktisk dragkedja i nederkant och en diskret 1 cm vinge runt kanterna, är detta kuddfodral både funktionellt och snyggt. Måtten på 45x45 cm gör det enkelt att kombinera med andra kuddar. 

Dessutom är produkten certifierad enligt STANDARD 100 by OEKO-TEX®, vilket innebär att den är testad och fri från skadliga ämnen för både din hälsa och miljön. Observera att innerkudde köpes separat. Ge ditt hem en trygg och stilfull uppgradering med detta kuddfodral!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-132,300.0,shopify,60,continue,manual,179,179,TRUE,TRUE,7332623411325,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-47-022.jpg,1,Svanefors Cecil Kuddfodral Nougat 45x45cm,FALSE,Svanefors Cecil Kuddfodral Nougat 45x45cm | Nordic Details,"Ge ditt hem en stilren touch med vårt eleganta kuddfodral. Mjuk finish, praktisk dragkedja och OEKO-TEX® certifiering för en trygg och snygg inredning!",female,adult,new,brun,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-47-022.jpg,g,se_vat_25,69,TRUE,active
1363-68-099,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-47-022_9.jpg,2,,,,,,,,,,,,,,
1363-92-099,Svanefors Cecil Kuddfodral Offwhite 45x45cm,"Ge ditt hem en stilren touch med detta eleganta kuddfodral i en mjuk, matt finish. Den tvättade känslan och den strukturerade, mellantäta kvaliteten ger en unik karaktär som passar perfekt i alla rum. Med en praktisk dragkedja i nederkant och en diskret 1 cm vinge runt kanterna, är detta kuddfodral både funktionellt och snyggt. Måtten på 45x45 cm gör det enkelt att kombinera med andra kuddar. Dessutom är produkten certifierad enligt STANDARD 100 by OEKO-TEX®, vilket säkerställer att den är fri från skadliga ämnen för både din hälsa och miljön. Observera att innerkudde köpes separat. Ge ditt hem en trygg och stilfull uppgradering!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-133,300.0,shopify,60,continue,manual,179,179,TRUE,TRUE,7332623411318,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-47-002.jpg,1,Svanefors Cecil Kuddfodral Offwhite 45x45cm,FALSE,Svanefors Cecil Kuddfodral Offwhite 45x45cm | Nordic Details,"Ge ditt hem en stilren touch med vårt eleganta kuddfodral. Mjuk finish, praktisk dragkedja och OEKO-TEX® certifiering för en trygg och snygg inredning!",female,adult,new,offwhite,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-47-002.jpg,g,se_vat_25,69,TRUE,active
1363-96-099,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-47-002_8.jpg,2,,,,,,,,,,,,,,
1363-97-099,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-47-002_9.jpg,3,,,,,,,,,,,,,,
1364-67-066,Svanefors Cecil Kuddfodral Röd 45x45cm,"Ge ditt hem en stilren touch med detta eleganta kuddfodral i en vacker röd nyans. Den matta ytan och den tvättade känslan ger en modern och avslappnad atmosfär. Med en strukturerad, mellantät kvalitet och en praktisk dragkedja i nederkant, är detta kuddfodral både funktionellt och snyggt. Den 1 cm breda vingen runt kanterna ger en extra dimension till designen. Måtten på 45x45 cm gör det perfekt för att komplettera din inredning. Innerkudde köpes separat. Dessutom är produkten certifierad enligt STANDARD 100 by OEKO-TEX®, vilket säkerställer att den är fri från skadliga ämnen för både din hälsa och miljön. Uppgradera din inredning med detta stiliga och hållbara val!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-134,300.0,shopify,60,continue,manual,179,179,TRUE,TRUE,7332623413251,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-47-004.jpg,1,Svanefors Cecil Kuddfodral Röd 45x45cm,FALSE,Svanefors Cecil Kuddfodral Röd 45x45cm | Nordic Details,"Ge ditt hem en stilren touch med detta eleganta röda kuddfodral. Modern design, hållbar kvalitet och OEKO-TEX® certifiering för en trygg inredning!",female,adult,new,röd,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-47-004.jpg,g,se_vat_25,69,TRUE,active
1364-68-066,Svanefors Cecil Metervara Asfalt 145cm,"Upptäck vår eleganta enfärgade metervara med en mjuk, matt finish och en tvättad känsla. Denna mellantäta kvalitet har en subtil struktur som ger liv åt dina inredningsprojekt. Med en bredd på 145 cm och en maximal krympning på 5% är den perfekt för både gardiner och andra textilapplikationer. 

Vänligen notera att vi inte kan ta emot returer på specialbeställningar, inklusive metervaror, då tyget klipps enligt dina specifikationer. 

Känn dig trygg med att detta tyg är certifierat enligt STANDARD 100 by OEKO-TEX®, vilket garanterar att det är fritt från skadliga ämnen för både hälsa och miljö. Ge ditt hem en stilren och säker touch med denna fantastiska metervara!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-135,348.0,shopify,21,continue,manual,189,189,TRUE,TRUE,7332623411080,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-00-099.jpg,1,Svanefors Cecil Metervara Asfalt 145cm,FALSE,Svanefors Cecil Metervara Asfalt 145cm | Nordic Details,Upptäck vår eleganta metervara med mjuk finish och subtil struktur. Perfekt för gardiner och textilprojekt. Certifierad och säker för hemmet!,female,adult,new,grå,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-00-099.jpg,g,se_vat_25,73,TRUE,active
1364-92-066,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-00-099_8.jpg,2,,,,,,,,,,,,,,
1364-96-066,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-00-099_9.jpg,3,,,,,,,,,,,,,,
1366-67-125,Svanefors Cecil Metervara Iskaffe 145cm,"Upptäck vår eleganta enfärgade metervara med en mjuk, matt finish och en tvättad känsla. Denna mellantäta kvalitet har en subtil struktur som ger liv åt dina inredningsprojekt. Med en bredd på 145 cm och en minimal krympning på upp till 5% är den perfekt för både gardiner och andra textilapplikationer. 

Observera att vi tyvärr inte kan ta emot returer på specialbeställningar, inklusive metervaror, då tyget klipps efter dina specifikationer. 

Vår metervara är certifierad enligt STANDARD 100 by OEKO-TEX®, vilket innebär att den är testad och fri från skadliga ämnen för både hälsa och miljö. Ge ditt hem en stilren och trygg känsla med denna kvalitetsprodukt!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-136,348.0,shopify,21,continue,manual,189,189,TRUE,TRUE,7332623411172,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-00-006.jpg,1,Svanefors Cecil Metervara Iskaffe 145cm,FALSE,Svanefors Cecil Metervara Iskaffe 145cm | Nordic Details,Upptäck vår eleganta metervara med mjuk finish och subtil struktur. Perfekt för gardiner och textilapplikationer. Certifierad och miljövänlig!,female,adult,new,brun,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-00-006.jpg,g,se_vat_25,73,TRUE,active
1366-89-125,Svanefors Cecil Metervara Mossa 145cm,"Upptäck vår eleganta enfärgade metervara med en mjuk, matt finish och en tvättad känsla. Denna mellantäta kvalitet har en subtil struktur som ger liv åt dina inredningsprojekt. Med en bredd på 145 cm och en minimal krympning på upp till 5% är den perfekt för både gardiner och andra textilapplikationer. 

Vänligen notera att vi inte kan ta emot returer på specialbeställningar, inklusive metervaror, då tyget klipps enligt dina specifikationer. Du kan känna dig trygg med att detta tyg är certifierat enligt STANDARD 100 by OEKO-TEX®, vilket garanterar att det är fritt från skadliga ämnen för både hälsa och miljö. 

Ge ditt hem en stilren och hållbar touch med denna fantastiska metervara!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-137,348.0,shopify,21,continue,manual,189,189,TRUE,TRUE,7332623411110,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-00-177.jpg,1,Svanefors Cecil Metervara Mossa 145cm,FALSE,Svanefors Cecil Metervara Mossa 145cm | Nordic Details,Upptäck vår eleganta metervara med mjuk finish och subtil struktur. Perfekt för gardiner och textilapplikationer. Hållbart och OEKO-TEX® certifierat!,female,adult,new,grön,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-00-177.jpg,g,se_vat_25,73,TRUE,active
1366-92-125,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-00-177_3m.jpg,2,,,,,,,,,,,,,,
1366-96-125,Svanefors Cecil Metervara Nougat 145cm,"Upptäck vår eleganta enfärgade metervara med en mjuk, matt finish och en tvättad känsla. Denna mellantäta kvalitet har en subtil struktur som ger liv åt dina inredningsprojekt. Med en bredd på 145 cm och en minimal krympning på upp till 5% är den perfekt för både gardiner och andra textilapplikationer. 

Observera att vi inte kan ta emot returer på specialbeställningar, inklusive metervaror, då tyget klipps enligt dina specifikationer. Du kan känna dig trygg med att detta tyg är certifierat enligt STANDARD 100 by OEKO-TEX®, vilket garanterar att det är fritt från skadliga ämnen för både hälsa och miljö. 

Ge ditt hem en stilren och trygg känsla med denna fantastiska metervara!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-138,348.0,shopify,21,continue,manual,189,189,TRUE,TRUE,7332623410434,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-00-022.jpg,1,Svanefors Cecil Metervara Nougat 145cm,FALSE,Svanefors Cecil Metervara Nougat 145cm | Nordic Details,Upptäck vår eleganta metervara med mjuk finish och subtil struktur. Perfekt för gardiner och textilapplikationer. Certifierad och trygg för hemmet!,female,adult,new,brun,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-00-022.jpg,g,se_vat_25,73,TRUE,active
1367-71-062,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-00-022_2m.jpg,2,,,,,,,,,,,,,,
1368-47-004,Svanefors Cecil Metervara Offwhite 145cm,"Upptäck vår eleganta enfärgade metervara i en mjuk, matt finish med en tvättad känsla. Denna mellantäta kvalitet har en subtil struktur som ger liv åt dina inredningsprojekt. Med en bredd på 145 cm och en maximal krympning på 5% är den perfekt för både gardiner och andra textilapplikationer. 

Observera att vi tyvärr inte kan ta emot returer på specialbeställningar, inklusive metervaror, då tyget klipps efter din specifika längd. Känn dig trygg med att detta tyg är certifierat enligt STANDARD 100 by OEKO-TEX®, vilket garanterar att det är fritt från skadliga ämnen för både hälsa och miljö. 

Ge ditt hem en stilren och säker touch med denna fantastiska metervara!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-139,348.0,shopify,21,continue,manual,189,189,TRUE,TRUE,7332623410410,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-00-002.jpg,1,Svanefors Cecil Metervara Offwhite 145cm,FALSE,Svanefors Cecil Metervara Offwhite 145cm | Nordic Details,"Upptäck vår eleganta metervara med mjuk, matt finish. Perfekt för gardiner och inredning. Certifierad och säker för hemmet!",female,adult,new,offwhite,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-00-002.jpg,g,se_vat_25,73,TRUE,active
1368-47-099,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1339-00-002_3m.jpg,2,,,,,,,,,,,,,,
1369-00-022,Svanefors Chelly Kuddfodral Grå 60x60cm,"Ge ditt hem en touch av elegans med detta kuddfodral i stilren, präglad sammet som utstrålar en lyxig manchesterlook. Det enfärgade designen skapar en sofistikerad atmosfär, perfekt för att komplettera din inredning. För en enhetlig känsla, kombinera med matchande gardinlängder. Välj bland flera färger för att hitta just din favorit!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-140,250.0,shopify,1,continue,manual,30,30,TRUE,TRUE,7332623341479,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/9836-52-011.jpg,1,Svanefors Chelly Kuddfodral Grå 60x60cm,FALSE,Svanefors Chelly Kuddfodral Grå 60x60cm | Nordic Details,Ge ditt hem elegans med vårt kuddfodral i lyxig sammet. Välj bland flera färger för att skapa en sofistikerad atmosfär i din inredning!,female,adult,new,grå,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/9836-52-011.jpg,g,se_vat_25,15,TRUE,active
1369-00-099,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/9836-52-011_2.jpg,2,,,,,,,,,,,,,,
1369-42-022,Svanefors Chelly Kuddfodral Röd 60x60cm,"Ge ditt hem en touch av lyx med detta eleganta kuddfodral i präglad sammet med en stilren manchesterlook. Den rika färgen skapar en iögonfallande atmosfär och ger en exklusiv känsla till ditt rum. För en enhetlig stil, kombinera med matchande gardinlängder. Välj bland flera färger för att hitta just din favorit!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-141,250.0,shopify,1,continue,manual,30,30,TRUE,TRUE,7332623341592,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/9836-52-041.jpg,1,Svanefors Chelly Kuddfodral Röd 60x60cm,FALSE,Svanefors Chelly Kuddfodral Röd 60x60cm | Nordic Details,Ge ditt hem lyx med vårt eleganta kuddfodral i sammet. Välj bland flera färger för en stilren och exklusiv atmosfär!,female,adult,new,röd,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/9836-52-041.jpg,g,se_vat_25,15,TRUE,active
1369-42-099,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/9836-52-041_2.jpg,2,,,,,,,,,,,,,,
1369-47-022,Svanefors Cia Kuddfodral Lin 60x60cm,"Ge ditt hem en touch av elegans med detta quiltade sammetskuddfodral. Med sina broderade prickar och en mjuk sammetssida i matchande färg, blir det en perfekt detalj i din inredning. Kuddfodralet har en praktisk dragkedja i nederkant och måtten 60x60 cm gör det lätt att styla. Tänk på att innerkudde köps separat. Dessutom är produkten certifierad enligt STANDARD 100 by OEKO-TEX®, vilket säkerställer att den är fri från skadliga ämnen för både din hälsa och miljön. Uppgradera din soffhörna med detta stiliga och trygga val!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-142,340.0,shopify,40,continue,manual,399,399,TRUE,TRUE,7332623410526,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1026-48-021.jpg,1,Svanefors Cia Kuddfodral Lin 60x60cm,FALSE,Svanefors Cia Kuddfodral Lin 60x60cm | Nordic Details,"Ge ditt hem elegans med vårt quiltade sammetskuddfodral. Mjuk sammet, broderade prickar och OEKO-TEX®-certifiering för en trygg inredning!",female,adult,new,beige,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1026-48-021.jpg,g,se_vat_25,153,TRUE,active
1369-47-099,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1026-48-021_8.jpg,2,,,,,,,,,,,,,,
1369-57-022,Svanefors Cia Överkast Dubbel Lin 260x260cm,"Ge ditt sovrum en lyxig touch med detta quiltade sammetsöverkast. Med sina eleganta, broderade prickar och en generös storlek på 260x260 cm, är det både stilrent och funktionellt. Dessutom är det certifierat enligt STANDARD 100 by OEKO-TEX®, vilket innebär att det är fritt från skadliga ämnen och tryggt för både dig och miljön. Skapa en inbjudande atmosfär i ditt hem med detta vackra överkast!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-143,3420.0,shopify,4,continue,manual,2699,2699,TRUE,TRUE,7332623356237,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1026-94-021.jpg,1,Svanefors Cia Överkast Dubbel Lin 260x260cm,FALSE,Svanefors Cia Överkast Dubbel Lin 260x260cm | Nordic Details,"Ge ditt sovrum en lyxig känsla med vårt quiltade sammetsöverkast. Elegant design, storlek 260x260 cm och OEKO-TEX® certifierat för din trygghet!",female,adult,new,beige,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1026-94-021.jpg,g,se_vat_25,1038,TRUE,active
1369-57-099,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1026-94-021_3.jpg,2,,,,,,,,,,,,,,
1369-83-022,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1026-94-021_4.jpg,3,,,,,,,,,,,,,,
1369-83-099,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1026-94-021_2m.jpg,4,,,,,,,,,,,,,,
1369-85-022,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1026-94-021_m2.jpg,5,,,,,,,,,,,,,,
1369-85-099,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1026-94-021_6.jpg,6,,,,,,,,,,,,,,
1370-48-002,Svanefors Cia Överkast Enkel Lin 180x260cm,"Ge ditt sovrum en lyxig touch med detta quiltade sammetsöverkast. Med sina eleganta, broderade prickar är det perfekt för en enkelsäng eller som en stilfull detalj på en dubbelsäng. Måtten 180x260 cm gör det lätt att anpassa till olika sängstorlekar. Dessutom är det certifierat enligt STANDARD 100 by OEKO-TEX®, vilket innebär att det är fritt från skadliga ämnen och tryggt för både din hälsa och miljön. Uppgradera din inredning med detta vackra och hållbara överkast!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-144,2360.0,shopify,4,continue,manual,1999,1999,TRUE,TRUE,7332623356220,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1026-93-021.jpg,1,Svanefors Cia Överkast Enkel Lin 180x260cm,FALSE,Svanefors Cia Överkast Enkel Lin 180x260cm | Nordic Details,"Ge ditt sovrum en lyxig känsla med vårt quiltade sammetsöverkast. Elegant design, OEKO-TEX-certifierat och perfekt för alla sängstorlekar!",female,adult,new,beige,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1026-93-021.jpg,g,se_vat_25,769,TRUE,active
1370-93-002,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1026-93-021_m2.jpg,2,,,,,,,,,,,,,,
1370-94-002,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1026-93-021_8.jpg,3,,,,,,,,,,,,,,
1372-00-066,,,,,,,,,,,,,,,,,,,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/svanefors/gung-pim/images/upload/1026-93-021_9.jpg,4,,,,,,,,,,,,,,
1372-47-066,Svanefors Colin Färgkarta,"Upptäck den stiliga färgkartan från Svanefors Colin – en perfekt inspirationskälla för ditt nästa inredningsprojekt! Med sina mått på 20x17 cm är den lätt att hantera och ger en tydlig översikt över de vackra nyanserna. Tillverkad av 100% PES, är den både hållbar och lättskött. Håll den fräsch genom skonsam tvätt i 40 grader och undvik klorblekmedel. Låt denna färgkarta bli din guide till att skapa en harmonisk och personlig atmosfär i ditt hem!",Svanefors,Home & Garden > Decor,TRUE,Title,Default Title,SVA-TEX-145,100.0,shopify,1,continue,manual,140,140,TRUE,TRUE,7332623403566,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/images/no-image.jpg,1,Svanefors Colin Färgkarta,FALSE,Svanefors Colin Färgkarta | Nordic Details,Upptäck Svanefors Colin färgkarta! Inspireras av vackra nyanser och skapa en personlig atmosfär i ditt hem. Hållbar och lättskött!,female,adult,new,ingen färg hittad,https://d27ahaa1qqlr90.cloudfront.net/fit-in/2000x2000/images/no-image.jpg,g,se_vat_25,79,TRUE,active
