Brand,Name,Availability,Description,Details,Over Category,Subcategory,ID,Related IDs,Images,Meta Title,Meta Description,Artikel Nummer
Mx Home,Stjärnformad miniskål,Finns Lager,"<div>En liten stjärnformad keramikskål som passar perfekt till att ha flingsalt eller nötter i. Skålen rymmer ett värmeljus och kan därav även användas som ljushållare för ett led-värmeljus. Tål ugn, mikro och diskmaskin.</div>","Produktinformation_Art._nummer_50100421,Produktinformation_Material_Keramik,Produktinformation_Mått_11 x 4 x 11 cm,Produktinformation_Vikt_0,175 kg,Produktinformation_EAN_6416550225734",Duka,Serveringskärl,50100421,"50051685,50051684,50051681,50051683,50051679,50051686","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50100421_01_webstore_rfjauf.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50100421_01_webstore_rfjauf.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50100421_02_webstore_w25y59.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50100421_03_webstore_onwyl9.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50100421_04_webstore_evsz6h.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50100421_05_webstore_psb5kv.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50100421_03_webstore_wtjoa6.jpg?_i=AB",Mx Home Stjärnformad miniskål | NordicDetails.se,"En liten stjärnformad keramikskål som passar perfekt till att ha flingsalt eller nötter i. Skålen rymmer ett värmeljus och kan därav även användas som ljushållare för ett led-värmeljus. Tål ugn, mikro och diskmaskin.",50100421
Mx Home,Stjärnformad skål,Finns Lager,"<div>Denna stjärnformade skål i keramik gör dukningen extra festlig. Skålen är perfekt för att ha t.ex. julgodis eller mandlar i, men fungerar även som dekoration. Fyll skålen med små julpynt för att skapa en unik dekoration. Tål ugn, mikro och diskmaskin.</div>","Produktinformation_Art._nummer_50100422,Produktinformation_Material_Keramik,Produktinformation_Mått_18 x 4,5 x 18 cm,Produktinformation_Vikt_0,315 kg,Produktinformation_EAN_6416550225741",Duka,Serveringskärl,50100422,"50051685,50051684,50051681,50051683,50051679,50051686","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/LELU/50100422_02_webstore_wohnoz.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/LELU/50100422_01_webstore_ayb9l8.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50100422_06_webstore_lqeucg.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50100422_05_webstore_t2zhme.jpg?_i=AB",Mx Home Stjärnformad skål | NordicDetails.se,"Denna stjärnformade skål i keramik gör dukningen extra festlig. Skålen är perfekt för att ha t.ex. julgodis eller mandlar i, men fungerar även som dekoration. Fyll skålen med små julpynt för att skapa en unik dekoration. Tål ugn, mikro och diskmaskin.",50100422
Koti,"Skål vit 3,5 dl",Finns Lager,<div>No Description Available</div>,"Produktinformation_Art._nummer_50059040,Produktinformation_Material_Keramik,Produktinformation_Volym_3,5 dl,Produktinformation_Skötsel_Tål maskindisk,Produktinformation_Mått_11 x 7 x 11 cm,Produktinformation_Vikt_0,25 kg,Produktinformation_EAN_6416550752803",Duka,Skålar,50059040,,"https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50059040_01_webstore_seeyph.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50059040_02_webstore_yezq3e.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50059040_06_webstore_amg6de.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50059040_07_webstore_n33nem.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50059040_08_webstore_fshwmk.jpg?_i=AB","Koti Skål vit 3,5 dl | NordicDetails.se",No Meta Description Available,50059040
Koti,Skål vit 5 dl,Finns Lager,<div>No Description Available</div>,"Produktinformation_Art._nummer_50056100,Produktinformation_Material_Keramik,Produktinformation_Skötsel_Tål maskindisk,Produktinformation_Mått_16 x 5,5 x 16 cm,Produktinformation_Vikt_0,325 kg,Produktinformation_EAN_6416550203350",Duka,Skålar,50056100,,"https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50056100_01_webstore_s03da6.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50056100_08_webstore_dxhhgh.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50056100_06_webstore_kw86jp.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50056100_03_webstore_b1psdj.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50056100_04_webstore_u6kliz.jpg?_i=AB",Koti Skål vit 5 dl | NordicDetails.se,No Meta Description Available,50056100
Lena Furberg,Hästen Mulle-skål Glädjesprång 5 dl,Finns Lager,<div>Hästen Mulle gör så stora glädjesprång att ryttaren har svårigheter att hinna med. Designad av Lena Furberg. Skålen rymmer 5 dl och kan diskas i maskin.</div>,"Produktinformation_Art._nummer_30500062,Produktinformation_Färg_Flerfärgad,Produktinformation_Material_Keramik,Produktinformation_Skötsel_Maskindisk,Produktinformation_Mått_15,5 x 5,5 x 15,5 cm,Produktinformation_Vikt_0,33 kg,Produktinformation_EAN_6416550221729",Duka,Skålar,30500062,,"https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5600%20FURBERG%20TALOUS/30500062_01_webstore_frhpjc.jpg?_i=AB",Lena Furberg Hästen Mulle-skål Glädjesprång 5 dl | NordicDetails.se,Hästen Mulle gör så stora glädjesprång att ryttaren har svårigheter att hinna med. Designad av Lena Furberg. Skålen rymmer 5 dl och kan diskas i maskin.,30500062
Lena Furberg,Hästen Mulle stor skål Blomsteräng,Finns Lager,"<div>En djup porslinsskål i vitt, med den underbart charmiga hästen Mulle som skuttar omkring på en vacker och färgglad blomsteräng. Illustrerad av Lena Furberg. Skålen är perfekt som frukostskål men också som serveringsfat. Diameter 16 cm. Tål ugn, mikro och maskindisk.</div>","Produktinformation_Art._nummer_30500054,Produktinformation_Material_Keramik,Produktinformation_Temperaturtålighet_Tål mikro och ugn,Produktinformation_Skötsel_Tål maskindisk,Produktinformation_Mått_16 x 7,5 x 16 cm,Produktinformation_Vikt_0,52 kg,Produktinformation_EAN_6416550225307",Duka,Skålar,30500054,,"https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/30500054_05_webstore_s7miqy.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/30500054_06_webstore_qv5ars.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/30500054_01_webstore_q5bbir.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/30500054_02_webstore_ql0ibr.jpg?_i=AB",Lena Furberg Hästen Mulle stor skål Blomsteräng | NordicDetails.se,"En djup porslinsskål i vitt, med den underbart charmiga hästen Mulle som skuttar omkring på en vacker och färgglad blomsteräng. Illustrerad av Lena Furberg. Skålen är perfekt som frukostskål men också som serveringsfat. Diameter 16 cm. Tål ugn, mikro och ",30500054
Koti,Julris-kakfat,Finns Lager,"<div>Ett kakfat med fot i keramik med motivet Julris, som ger uttryck åt den nostalgiska julkänslan på ett modernt sätt. Julris-serien är designad att passa ihop med vår vita basserie 'Classics', med syftet att med små detaljer kunna skapa festliga dukningar och julstämning i hemmet. På kakfatet serverar du bakelser och pepparkakor och t.o.m. den enklaste tårtan kan få ett festligt utseende serverat på detta fat. Diameter 29 cm, höjd 10 cm. Tål diskmaskin.</div>","Produktinformation_Art._nummer_50051683,Produktinformation_Material_Keramik,Produktinformation_Skötsel_Tål maskindisk,Produktinformation_Mått_29 x 10 x 29 cm,Produktinformation_Vikt_1,45 kg,Produktinformation_EAN_6416550225802",Duka,Serveringskärl,50051683,"50051685,50051684,50051681,50051679,50051686","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50051683_02_webstore_jbdduv.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50051683_01_webstore_d2h9mq.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/50051683_05_webstore_erxjiw.jpg?_i=AB",Koti Julris-kakfat | NordicDetails.se,"Ett kakfat med fot i keramik med motivet Julris, som ger uttryck åt den nostalgiska julkänslan på ett modernt sätt. Julris-serien är designad att passa ihop med vår vita basserie 'Classics', med syftet att med små detaljer kunna skapa festliga dukningar o",50051683
Mx Home,Julgransbricka,Finns Lager,"<div>Ostar, pepparkakor och julgodis smakar extra festligt då de serveras ur detta granformade fat. Tål ugn, mikro och diskmaskin.</div>","Produktinformation_Art._nummer_50100423,Produktinformation_Material_Keramik,Produktinformation_Mått_27 x 2 x 29 cm,Produktinformation_Vikt_0,7 kg,Produktinformation_EAN_6416550225758",Duka,Serveringskärl,50100423,"50051685,50051684,50051681,50051683,50051679,50051686","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50100423_01_webstore_vuskgz.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50100423_02_webstore_ozdgtg.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/50100423_03_webstore_zeyijr.jpg?_i=AB",Mx Home Julgransbricka | NordicDetails.se,"Ostar, pepparkakor och julgodis smakar extra festligt då de serveras ur detta granformade fat. Tål ugn, mikro och diskmaskin.",50100423
Mx Home,Stjärnformad miniskål,Finns Lager,"<div>En liten stjärnformad keramikskål som passar perfekt till att ha flingsalt eller nötter i. Skålen rymmer ett värmeljus och kan därav även användas som ljushållare för ett led-värmeljus. Tål ugn, mikro och diskmaskin.</div>","Produktinformation_Art._nummer_50100421,Produktinformation_Material_Keramik,Produktinformation_Mått_11 x 4 x 11 cm,Produktinformation_Vikt_0,175 kg,Produktinformation_EAN_6416550225734",Duka,Serveringskärl,50100421,"50051685,50051684,50051681,50051683,50051679,50051686","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50100421_01_webstore_rfjauf.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50100421_01_webstore_rfjauf.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50100421_02_webstore_w25y59.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50100421_03_webstore_onwyl9.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50100421_04_webstore_evsz6h.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50100421_05_webstore_psb5kv.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50100421_03_webstore_wtjoa6.jpg?_i=AB",Mx Home Stjärnformad miniskål | NordicDetails.se,"En liten stjärnformad keramikskål som passar perfekt till att ha flingsalt eller nötter i. Skålen rymmer ett värmeljus och kan därav även användas som ljushållare för ett led-värmeljus. Tål ugn, mikro och diskmaskin.",50100421
Mx Home,Stjärnformad skål,Finns Lager,"<div>Denna stjärnformade skål i keramik gör dukningen extra festlig. Skålen är perfekt för att ha t.ex. julgodis eller mandlar i, men fungerar även som dekoration. Fyll skålen med små julpynt för att skapa en unik dekoration. Tål ugn, mikro och diskmaskin.</div>","Produktinformation_Art._nummer_50100422,Produktinformation_Material_Keramik,Produktinformation_Mått_18 x 4,5 x 18 cm,Produktinformation_Vikt_0,315 kg,Produktinformation_EAN_6416550225741",Duka,Serveringskärl,50100422,"50051685,50051684,50051681,50051683,50051679,50051686","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/LELU/50100422_02_webstore_wohnoz.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/LELU/50100422_01_webstore_ayb9l8.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50100422_06_webstore_lqeucg.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50100422_05_webstore_t2zhme.jpg?_i=AB",Mx Home Stjärnformad skål | NordicDetails.se,"Denna stjärnformade skål i keramik gör dukningen extra festlig. Skålen är perfekt för att ha t.ex. julgodis eller mandlar i, men fungerar även som dekoration. Fyll skålen med små julpynt för att skapa en unik dekoration. Tål ugn, mikro och diskmaskin.",50100422
Mumin,Mumintrollet-ströare,Ej Lager,"<div>En ströare i rostfritt stål. Utsidan är persikofärgad med en matt yta och en bild av Mumintrollet framtill. Locket är högblankt och täckt av ett finmaskigt nät med millimeterstora hål. Ströaren rymmer 1,7 dl. Handdisk rekommenderas.</div>","Produktinformation_Art._nummer_61273035,Produktinformation_Material_Rostfritt stål,Produktinformation_Skötsel_Handdisk rekommenderas,Produktinformation_Vikt_0,08 kg,Produktinformation_EAN_6416550228728",Duka,Serveringskärl,61273035,"61256283,61256285,61256286,61256284,61256282,61256280,61256287,61256288,61256290,61256292,61256293,61256296","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61273035_01_webstore_fqirf7.jpg?_i=AB",Mumin Mumintrollet-ströare | NordicDetails.se,"En ströare i rostfritt stål. Utsidan är persikofärgad med en matt yta och en bild av Mumintrollet framtill. Locket är högblankt och täckt av ett finmaskigt nät med millimeterstora hål. Ströaren rymmer 1,7 dl. Handdisk rekommenderas.",61273035
Mumin,Snusmumriken-ströare,Ej Lager,"<div>En ströare i rostfritt stål, ljusblått med matt yta. Framtill finns det en svartvit bild av Snusmumriken. Det blanka locket är täckt av små hål som har diametern 1 mm. Ströaren rymmer 1,7 dl. Handdisk rekommenderas.</div>","Produktinformation_Art._nummer_61273037,Produktinformation_Material_Rostfritt stål,Produktinformation_Skötsel_Handdisk rekommenderas,Produktinformation_Vikt_0,09 kg,Produktinformation_EAN_6416550228742",Duka,Serveringskärl,61273037,"61256288,61256287,61256286,61256285,61256283,61256280,61256282,61256284,61256290,61256293,61256296,61256292","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/6120%20MUUMI%20TALOUS/61273037_01_webstore_mz23am.jpg?_i=AB",Mumin Snusmumriken-ströare | NordicDetails.se,"En ströare i rostfritt stål, ljusblått med matt yta. Framtill finns det en svartvit bild av Snusmumriken. Det blanka locket är täckt av små hål som har diametern 1 mm. Ströaren rymmer 1,7 dl. Handdisk rekommenderas.",61273037
Mumin,Moominvalley-sektionstallrik,Finns Lager,"<div>Melamintallrik med 4 sektioner. Introducera nya smaker till familjens yngsta och låt barnet plocka i sig mat med fingrarna ur de olika facken. I botten på varje sektion finns det en fin bild på Mumintrollet med familj och vänner, i härliga färger och motiv från den nya tv-serien Mumindalen. Handdisk rekommenderas. Tål ej mikro.</div>","Produktinformation_Art._nummer_61299270,Produktinformation_Färg_Flerfärgad,Produktinformation_Material_Melamin,Produktinformation_Skötsel_Handdisk rekommenderas,Produktinformation_Mått_24,5 x 2,5 x 22 cm,Produktinformation_Vikt_0,2 kg,Produktinformation_EAN_6416550222542",Duka,Barnserviser,61299270,,"https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61299270_03_webstore_qrr17q.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61299270_01_webstore_rsxnyz.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61299270_02_webstore_hyqpyg.jpg?_i=AB",Mumin Moominvalley-sektionstallrik | NordicDetails.se,"Melamintallrik med 4 sektioner. Introducera nya smaker till familjens yngsta och låt barnet plocka i sig mat med fingrarna ur de olika facken. I botten på varje sektion finns det en fin bild på Mumintrollet med familj och vänner, i härliga färger och moti",61299270
Emil i Lönneberga,Emil-barnservis,Finns Lager,"<div>Måltidsset i porslin med ett fint Emil i Lönnebergamotiv. Setet är förpackat i en snygg förpackning i matchande stil med innehållet. Muggen rymmer 2 dl och skålen 5 dl. Tål ugn, mikro och diskmaskin.</div>","Produktinformation_Art._nummer_61460002,Produktinformation_Material_Keramik,Produktinformation_Skötsel_Tål maskindisk,Produktinformation_Vikt_0,49 kg,Produktinformation_EAN_6416550226687",Duka,Barnserviser,61460002,"61460048,61460072","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61460002_02_webstore_nvsy0x.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61460002_01_webstore_pgcwxk.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61460002_03_webstore_adadzw.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61460002_05_webstore_e5yh7h.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61460002_04_webstore_uiwixx.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61460002_07_webstore_dxfpgg.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61460002_06_webstore_v0fstc.jpg?_i=AB",Emil i Lönneberga Emil-barnservis | NordicDetails.se,"Måltidsset i porslin med ett fint Emil i Lönnebergamotiv. Setet är förpackat i en snygg förpackning i matchande stil med innehållet. Muggen rymmer 2 dl och skålen 5 dl. Tål ugn, mikro och diskmaskin.",61460002
Pippi Långstrump,Pippi L bakar-keramikkanna 3 dl,Finns Lager,"<div>En liten kanna i keramik, med hällpip och handtag. Kannan är vit på utsidan och färgglatt helmönstrad med Pippi Långstrump som steker pannkakor och bakar tårtor med Herr Nilsson. Insidan av kannan är solgul. Kannan är perfekt till små saftkalas med barnen, som gräddsnäcka eller till den varma kolasåsen. Volym 3 dl. Tål ugn, mikrovågsugn och diskmaskin.</div>","Produktinformation_Art._nummer_61460071,Produktinformation_Material_Keramik,Produktinformation_Volym_3 dl,Produktinformation_Skötsel_Tål maskindisk,Produktinformation_Vikt_0,255 kg,Produktinformation_EAN_6416550226861",Duka,Serveringskärl,61460071,"61460072,61460048,61460002","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61460071_01_webstore_fdcm48.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61460071_02_webstore_se2fdx.jpg?_i=AB",Pippi Långstrump Pippi L bakar-keramikkanna 3 dl | NordicDetails.se,"En liten kanna i keramik, med hällpip och handtag. Kannan är vit på utsidan och färgglatt helmönstrad med Pippi Långstrump som steker pannkakor och bakar tårtor med Herr Nilsson. Insidan av kannan är solgul. Kannan är perfekt till små saftkalas med barnen",61460071
Pippi Långstrump,Pippi L bakar-keramikkanna 1 liter,Finns Lager,"<div>En härlig kanna i keramik, med hällpip och handtag. Kannan är vit på utsidan och färgglatt helmönstrad med Pippi Långstrump som steker pannkakor och bakar tårtor med Herr Nilsson. Insidan av kannan är solgul. Volym 1 liter. Tål ugn, mikrovågsugn och diskmaskin.</div>","Produktinformation_Art._nummer_61460072,Produktinformation_Material_Keramik,Produktinformation_Skötsel_Tål maskindisk,Produktinformation_Rekommenderad_ålder_10 dl,Produktinformation_Vikt_0,605 kg,Produktinformation_EAN_6416550226878",Duka,Serveringskärl,61460072,"61460048,61460002,61460032,61460022,61460021,61460063,61460038,61460015,61460045,61460044,61460043","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61460072_01_webstore_epgf9r.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/61460072_02_webstore_lkhixx.jpg?_i=AB",Pippi Långstrump Pippi L bakar-keramikkanna 1 liter | NordicDetails.se,"En härlig kanna i keramik, med hällpip och handtag. Kannan är vit på utsidan och färgglatt helmönstrad med Pippi Långstrump som steker pannkakor och bakar tårtor med Herr Nilsson. Insidan av kannan är solgul. Volym 1 liter. Tål ugn, mikrovågsugn och diskm",61460072
Koti,"Rosor-kanna 3,3 dl",Finns Lager,"<div>En hög kanna med ett romantiskt och detaljerat Rosor-motiv. Den smala kannan är perfekt som vas, men kan även användas som mjölkkanna. Volym 3,3 dl. Tål ugn, mikro och diskmaskin.</div>","Produktinformation_Art._nummer_50051626,Produktinformation_Material_Keramik,Produktinformation_Volym_3,3 dl,Produktinformation_Skötsel_Tål maskindisk,Produktinformation_Mått_9,5 x 11 x 7 cm,Produktinformation_Vikt_0,23 kg,Produktinformation_EAN_6416550225949",Duka,Serveringskärl,50051626,"50051623,50051624,50051629,50051628","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50051626_02_webstore_cenovg.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50051626_01_webstore_fez5vz.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50051626_04_webstore_vidhbi.jpg?_i=AB","Koti Rosor-kanna 3,3 dl | NordicDetails.se","En hög kanna med ett romantiskt och detaljerat Rosor-motiv. Den smala kannan är perfekt som vas, men kan även användas som mjölkkanna. Volym 3,3 dl. Tål ugn, mikro och diskmaskin.",50051626
Koti,Rosor-kanna 1 liter,Finns Lager,"<div>Den stora kannan dekoreras av rosor i mörka nyanser. Kan t.ex. användas som saft- eller vattenkanna. Volym 1 l. Tål ugn, mikro och diskmaskin.</div>","Produktinformation_Art._nummer_50051624,Produktinformation_Material_Keramik,Produktinformation_Volym_1 l,Produktinformation_Skötsel_Tål maskindisk,Produktinformation_Mått_16 x 14,5 x 12 cm,Produktinformation_Vikt_0,67 kg,Produktinformation_EAN_6416550225925",Duka,Serveringskärl,50051624,"50051626,50051623,50051628,50051629","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051624_01_webstore_i3j9a3.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051624_02_webstore_jiammx.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50051624_06_webstore_qrlhrp.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50051624_04_webstore_uxyg5y.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50051624_07_webstore_wqix3i.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/5005-5010%20KERAMIIKKA/50051624_05_webstore_kndgko.jpg?_i=AB",Koti Rosor-kanna 1 liter | NordicDetails.se,"Den stora kannan dekoreras av rosor i mörka nyanser. Kan t.ex. användas som saft- eller vattenkanna. Volym 1 l. Tål ugn, mikro och diskmaskin.",50051624
Koti,Trädgård-bricka,Finns Lager,"<div>En avlång bricka i keramik, till bruk i köket, hemmet och trädgården. Perfekt att ha som underlägg till salt- och pepparkvarnen, till dukningen, under en blom- eller örtkruka - möjligheterna är oändliga. Tål ugn, mikro och diskmaskin.</div>","Produktinformation_Art._nummer_50051576,Produktinformation_Material_Keramik,Produktinformation_Skötsel_Tål maskindisk,Produktinformation_Mått_25 x 2,5 x 13 cm,Produktinformation_Vikt_0,36 kg,Produktinformation_EAN_6416550225857",Duka,Serveringskärl,50051576,"50051575,50051577,50051574","https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051576_01_webstore_sn9lfy.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051576_05_webstore_l7ql2h.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051576_06_webstore_uteufa.jpg?_i=AB, https://res.cloudinary.com/martinex/image/upload/c_lpad,dpr_2.0,f_auto,q_auto/v1/webstore/KOTI/50051576_07_webstore_gzdqph.jpg?_i=AB",Koti Trädgård-bricka | NordicDetails.se,"En avlång bricka i keramik, till bruk i köket, hemmet och trädgården. Perfekt att ha som underlägg till salt- och pepparkvarnen, till dukningen, under en blom- eller örtkruka - möjligheterna är oändliga. Tål ugn, mikro och diskmaskin.",50051576
